item,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12,total_2023,total _2022,total_sales
A,265,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,68,74
A,266,10,0,25,15,0,0,5,0,15,10,10,0,25,0,0,5,15,10,0,0,17,70,6,76
A,267,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,92,94
A,268,0,0,80,40,0,30,30,0,40,0,0,0,0,0,0,0,30,20,0,0,20,220,0,220
A,269,0,20,0,40,0,0,0,10,0,0,10,0,25,0,10,0,0,20,0,5,0,70,70,140
A,270,5,0,4,18,0,0,0,0,8,0,0,6,15,0,0,3,5,0,2,0,4,35,70,105
A,271,6,0,10,22,0,0,12,4,0,2,9,0,6,11,0,2,0,4,0,7,0,54,35,89
A,272,0,0,8,6,0,0,7,16,0,0,0,0,0,0,0,0,0,0,3,0,1,37,41,78
A,273,0,0,0,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,0,0,4,4
A,274,0,0,5,0,0,0,0,0,0,0,10,0,5,10,20,5,0,10,13,5,10,5,39,44
A,275,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,2,88,90
A,276,25,30,10,30,20,30,10,10,20,10,10,25,30,30,30,35,10,25,0,30,10,185,12,197
A,277,0,100,0,50,0,0,0,0,100,0,30,0,150,20,40,90,0,0,0,0,0,250,245,495
A,278,20,10,25,30,10,20,0,10,10,20,10,0,30,20,10,30,0,10,20,10,0,135,330,465
A,279,0,16,0,12,5,0,0,4,3,5,5,0,15,10,0,10,5,0,5,0,7,40,160,200
A,280,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,68
A,281,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
A,282,0,3,4,3,2,0,2,8,0,0,0,5,0,3,0,11,0,0,0,3,0,22,0,22
A,283,4,4,9,4,5,0,9,4,8,4,12,6,10,13,7,5,2,7,0,8,1,47,22,69
A,284,0,0,0,40,0,10,0,0,5,0,0,0,10,10,60,0,0,0,0,0,0,55,75,130
A,285,10,0,20,10,0,0,0,20,0,0,0,10,20,0,20,0,10,0,0,10,0,60,80,140
A,286,0,25,0,33,0,0,0,0,0,0,0,0,21,0,7,0,0,0,5,-5,0,58,70,128
A,287,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,5,28,33
A,288,0,15,0,60,15,0,0,0,0,3,4,0,12,0,15,0,0,2,6,0,4,90,22,112
A,289,10,0,12,10,20,0,10,0,0,10,10,0,15,0,15,10,7,0,15,18,0,62,46,108
A,290,3,15,0,12,0,10,5,12,7,0,10,7,11,10,0,7,10,8,3,14,0,64,100,164
A,291,0,0,35,25,0,0,0,0,0,0,0,0,40,0,30,0,0,20,0,0,30,60,80,140
A,292,0,0,10,0,0,10,0,14,0,0,2,0,20,0,0,0,11,0,0,9,0,34,120,154
A,293,0,3,0,0,7,0,0,5,0,7,0,0,4,5,8,0,7,0,8,10,0,15,42,57
A,294,0,3,1,0,0,4,0,0,0,2,2,0,4,0,3,0,0,0,0,3,0,8,49,57
A,295,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,8,0,0,12,14,26
A,296,0,20,0,40,0,10,20,0,10,10,5,0,50,10,10,0,10,30,0,10,10,100,8,108
A,297,0,10,0,0,0,15,0,15,0,10,0,0,0,13,0,5,0,0,5,0,0,40,145,185
A,298,0,5,0,5,10,0,0,0,0,0,0,6,0,0,5,0,0,2,5,0,0,20,33,53
A,299,10,10,20,20,10,30,10,10,10,0,20,0,30,20,10,20,0,20,10,20,20,130,18,148
A,300,11,15,0,9,0,0,7,5,0,0,7,2,10,17,4,10,0,12,0,9,0,47,170,217
A,301,0,0,0,30,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,71,101
A,302,0,0,8,10,0,0,5,0,10,0,0,20,13,0,7,0,0,0,0,0,4,33,40,73
A,303,0,20,0,35,0,0,0,0,5,0,12,15,0,20,0,8,16,5,0,0,13,60,44,104
A,304,20,310,170,1050,0,0,100,30,40,0,0,0,50,0,0,0,0,0,0,0,0,1720,89,1809
A,305,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,5,0,0,0,15,50,65
A,306,0,0,0,1,3,0,3,0,0,0,0,1,0,2,0,3,0,0,4,0,5,7,30,37
A,307,6,0,10,0,2,6,10,0,3,0,7,3,14,0,0,3,0,5,10,0,3,37,15,52
A,308,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,45,45
A,309,0,20,0,11,0,0,20,0,0,0,0,5,17,27,0,0,0,0,0,0,0,51,4,55
A,310,0,10,0,10,0,2,7,5,0,10,0,17,0,16,6,0,8,7,0,5,0,34,49,83
A,311,0,0,10,0,10,0,0,10,0,0,0,5,10,0,25,0,0,0,0,0,0,30,69,99
A,312,0,16,12,31,36,0,0,14,0,0,15,20,10,2,25,0,0,15,0,15,15,109,40,149
A,313,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,117,127
A,314,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,2
A,315,20,13,27,45,30,0,0,20,15,0,20,0,30,20,43,0,0,15,11,20,0,170,8,178
A,316,10,0,15,20,0,10,0,10,10,5,0,0,15,0,18,0,9,5,0,10,15,75,159,234
A,317,0,3,17,2,0,0,0,10,12,0,9,3,17,0,5,0,6,0,5,9,0,44,77,121
A,318,0,0,13,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,0,5,0,13,54,67
A,319,0,0,0,30,0,0,0,0,0,0,0,7,15,0,0,0,10,0,0,0,0,30,31,61
A,320,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,32,42
A,321,0,0,30,0,0,0,10,0,6,0,0,0,0,14,0,0,6,0,0,14,0,46,10,56
A,322,0,10,34,4,0,10,0,0,0,0,0,5,0,45,0,20,0,0,0,32,4,58,34,92
A,323,0,0,0,0,0,0,3,0,0,0,0,10,0,0,8,0,0,0,0,0,3,3,106,109
A,324,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,21,41
A,325,0,25,0,40,0,0,0,0,0,0,12,0,20,10,0,7,0,15,5,0,20,65,10,75
A,326,2,16,0,0,12,0,0,0,10,0,10,0,0,0,10,0,0,5,14,0,0,40,89,129
A,327,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,64
A,328,0,10,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,30,0,30
A,329,5,20,0,0,10,10,10,0,10,10,20,0,15,15,0,0,15,5,0,5,15,65,25,90
A,330,16,34,30,0,15,10,5,10,10,0,12,18,22,10,29,12,10,22,5,24,8,130,100,230
A,331,10,0,0,20,0,20,20,0,0,10,10,0,10,20,0,10,0,10,0,10,10,70,172,242
A,332,0,0,4,4,0,12,0,0,1,4,0,5,5,0,3,0,4,0,0,3,4,21,90,111
A,333,30,0,20,30,30,20,20,20,30,20,0,10,40,0,40,0,20,30,0,10,10,200,28,228
A,334,12,12,42,18,0,0,0,0,0,0,8,0,9,16,20,0,0,0,9,10,0,84,180,264
A,335,10,15,0,0,10,0,7,20,0,6,5,0,25,0,25,0,0,0,0,0,0,62,72,134
A,336,10,30,10,140,0,0,0,0,0,30,18,15,20,33,90,0,0,0,5,18,24,190,61,251
A,337,15,20,0,50,0,0,0,0,8,10,0,0,20,0,55,0,0,0,0,10,10,93,253,346
A,338,0,10,30,170,0,0,0,0,0,0,0,0,10,0,80,0,0,0,0,0,0,210,105,315
A,339,3,4,0,4,7,6,1,0,3,5,0,3,6,4,0,5,1,0,5,2,0,28,90,118
A,340,20,20,20,30,0,0,10,0,20,10,10,20,10,20,30,0,0,20,10,30,0,120,31,151
A,341,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,3,160,163
A,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7
A,343,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,20,4,24
A,344,40,40,40,120,0,0,0,20,20,40,20,30,40,40,40,80,0,0,20,20,10,280,40,320
A,345,3,4,8,7,6,1,0,0,4,0,5,0,9,2,16,3,0,4,5,0,0,33,340,373
A,346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,44,45
A,347,3,0,0,0,0,0,0,15,0,0,0,0,0,6,0,5,0,0,10,-5,0,18,2,20
A,348,14,0,0,0,4,0,0,1,14,10,8,17,21,0,0,0,0,8,0,8,0,33,16,49
A,349,20,51,80,210,20,10,30,10,10,10,0,5,81,33,30,80,10,10,0,12,13,441,72,513
A,350,5,0,0,4,0,0,0,0,0,0,5,0,0,0,4,6,0,0,4,0,0,9,284,293
A,351,1,3,0,30,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,5,34,19,53
A,352,20,0,30,10,10,10,0,0,20,20,30,10,20,20,20,10,30,10,20,20,20,100,39,139
A,353,1,4,5,4,8,7,8,0,5,5,2,3,7,7,6,6,5,0,5,5,1,42,230,272
A,354,0,10,0,0,0,5,0,10,0,0,0,6,20,0,0,0,0,12,0,0,0,25,52,77
A,355,10,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,20,38,58
A,356,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
A,357,5,0,5,10,10,0,5,3,0,0,0,0,0,3,10,8,4,0,6,7,4,38,0,38
A,358,0,0,100,300,0,0,0,0,0,0,40,45,90,60,20,400,0,0,0,0,0,400,42,442
A,359,10,30,40,10,0,0,0,20,0,0,20,0,20,0,40,0,0,10,0,0,0,110,655,765
A,360,2,0,20,0,0,0,0,0,0,7,0,0,9,0,3,0,5,0,2,7,0,22,90,112
A,361,120,70,250,300,0,0,20,20,30,0,20,40,170,120,50,280,0,70,60,100,50,810,33,843
A,362,0,30,20,60,0,0,0,20,0,10,20,16,40,10,30,40,10,20,0,20,20,130,960,1090
A,363,15,0,20,15,0,0,0,0,15,0,10,7,0,30,20,0,0,0,0,0,0,65,236,301
A,364,10,0,45,10,0,15,5,10,15,15,7,10,20,25,30,0,0,10,10,25,15,110,67,177
A,365,0,0,25,0,0,0,0,0,0,10,20,0,30,30,80,0,0,0,0,0,0,25,167,192
A,366,0,0,10,100,0,0,0,0,0,0,10,8,10,20,0,0,0,10,6,14,0,110,170,280
A,367,10,0,10,25,10,10,10,15,0,0,10,23,10,30,15,10,20,10,10,0,10,90,78,168
A,368,0,0,2,5,0,5,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,15,148,163
A,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7
A,370,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,3,3
A,371,0,0,15,25,0,0,0,20,0,0,0,10,10,20,25,0,0,0,20,0,0,60,30,90
A,372,15,10,0,10,30,0,0,0,5,10,0,0,15,5,0,5,0,8,10,10,0,70,85,155
A,373,0,0,0,40,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,40,63,103
A,374,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,50,50
A,375,20,10,10,20,10,10,30,0,20,0,15,0,40,20,30,0,20,20,0,20,5,130,400,530
A,376,0,0,3,0,0,0,0,5,0,3,4,4,4,0,3,5,0,0,0,0,5,8,170,178
A,377,0,10,0,10,25,0,5,0,0,0,0,10,10,0,20,0,10,0,0,0,20,50,28,78
A,378,10,0,0,10,0,0,15,0,0,0,0,10,20,30,0,0,0,5,0,0,0,35,70,105
A,379,0,0,0,10,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,10,65,75
A,380,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,25,33
A,381,10,0,20,0,0,0,10,0,0,0,20,0,20,0,0,0,10,0,0,0,0,40,2,42
A,382,0,0,7,2,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,19,50,69
A,383,8,0,2,0,2,0,4,0,0,0,5,0,0,7,0,1,0,1,3,0,0,16,25,41
A,384,0,0,9,20,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,8,8,29,17,46
A,385,0,25,0,30,0,0,0,30,2,0,15,0,13,0,34,0,0,10,10,0,17,87,45,132
A,386,0,16,0,20,0,10,0,10,0,0,0,4,8,4,22,0,10,3,0,3,7,56,99,155
A,387,1,0,3,3,0,5,0,8,0,9,0,0,0,6,0,5,3,2,0,4,0,20,61,81
A,388,4,0,0,0,0,2,0,1,1,1,0,0,0,0,2,3,0,0,2,0,1,8,29,37
A,389,4,15,0,0,12,0,0,0,0,0,0,10,0,0,0,10,0,0,5,10,0,31,9,40
A,390,0,10,0,10,0,0,10,0,0,0,0,10,10,0,0,5,0,10,0,5,0,30,35,65
A,391,0,20,0,10,0,1,4,0,0,0,0,10,10,0,20,5,0,0,0,0,0,35,40,75
A,392,4,2,5,6,0,0,0,5,0,7,0,0,0,0,2,4,0,0,1,0,0,22,45,67
A,393,0,0,0,27,0,0,0,4,2,0,0,0,12,0,0,0,0,0,0,2,0,33,14,47
A,394,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,14,24
A,395,13,13,0,0,17,0,21,5,0,13,0,13,15,0,0,0,7,12,13,0,12,69,20,89
A,396,0,10,22,34,0,0,0,0,10,10,25,0,25,10,30,0,0,10,5,0,20,76,85,161
A,397,4,0,10,14,0,0,0,0,0,0,6,0,5,0,8,0,0,7,0,0,6,28,135,163
A,398,7,0,14,18,0,10,0,3,8,7,0,13,11,0,13,0,14,0,0,12,3,60,32,92
A,399,0,0,10,25,0,0,0,0,0,8,17,0,0,8,4,6,0,0,3,5,15,35,73,108
A,400,10,0,20,20,0,0,0,10,0,0,10,10,15,15,20,0,0,0,10,15,0,60,66,126
A,401,40,50,20,80,50,60,50,80,70,20,30,60,70,90,100,70,70,30,20,60,60,500,95,595
A,402,55,60,10,170,0,0,0,10,20,30,30,45,100,-4,0,52,0,0,50,70,30,325,680,1005
A,403,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,403,413
A,404,5,0,6,0,4,5,8,0,10,8,2,3,6,3,7,10,2,4,5,0,3,38,0,38
A,405,4,0,4,17,0,3,5,0,12,4,3,6,1,6,15,0,0,0,2,3,0,45,53,98
A,406,10,100,120,140,0,0,20,20,0,0,0,22,85,90,80,30,0,0,0,60,10,410,40,450
A,407,7,25,0,43,20,7,8,18,14,10,0,9,30,15,30,20,0,5,20,6,9,142,377,519
A,408,6,4,9,6,6,12,10,0,5,11,5,10,12,13,12,15,8,5,7,12,0,58,154,212
A,409,0,0,10,20,0,0,0,0,0,0,0,5,15,0,0,8,2,0,0,10,10,30,110,140
A,410,0,0,11,0,0,16,0,8,1,0,9,0,13,17,0,0,5,0,0,17,9,36,50,86
A,411,15,0,10,40,0,0,0,20,0,0,0,0,10,10,0,40,0,0,0,20,0,85,70,155
A,412,0,50,540,0,0,0,0,0,0,80,40,100,160,205,0,240,0,0,0,0,0,590,80,670
A,413,0,0,0,0,0,0,0,0,0,0,0,0,13,0,52,0,0,0,0,0,0,0,825,825
A,414,0,5,5,5,10,5,7,10,5,10,2,5,5,10,5,10,5,10,0,10,10,52,65,117
A,415,50,60,40,120,0,60,20,10,40,60,30,10,80,40,90,0,0,30,80,0,30,400,82,482
A,416,0,0,80,1580,-630,0,0,0,0,30,36,28,110,60,120,510,0,0,0,20,170,1030,450,1480
A,417,0,0,0,5,0,0,0,0,10,0,0,0,0,15,0,0,0,5,0,0,0,15,1084,1099
A,418,40,20,160,10,10,0,0,20,0,0,20,40,110,80,0,0,10,20,0,10,0,260,20,280
A,419,0,0,0,10,0,0,0,10,0,0,0,0,10,0,20,0,0,0,0,0,10,20,290,310
A,420,0,8,5,0,8,0,0,6,4,0,0,5,10,0,10,0,0,8,0,0,6,31,40,71
A,421,0,15,10,0,5,0,0,0,0,0,0,0,30,0,15,0,0,0,0,0,0,30,39,69
A,422,0,40,0,5,30,0,5,15,0,20,5,0,25,0,20,0,20,0,20,0,10,95,45,140
A,423,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,120,135
A,424,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,3,7
A,425,24,20,32,50,30,0,23,40,40,0,7,15,20,25,60,0,0,19,6,24,10,259,3,262
A,426,0,0,40,100,0,0,0,0,0,20,0,8,44,20,120,0,0,0,0,20,-20,140,186,326
A,427,20,0,10,30,0,0,10,20,10,20,10,10,10,20,30,0,0,0,10,20,0,100,212,312
A,428,0,100,0,100,60,0,0,0,0,0,0,0,100,0,120,0,0,0,20,0,20,260,130,390
A,429,0,0,400,0,600,0,0,0,0,0,30,40,100,400,550,0,0,0,0,0,0,1000,260,1260
A,430,5,37,5,105,30,0,0,0,0,10,20,40,40,12,60,0,40,0,0,0,0,182,1120,1302
A,431,0,0,0,230,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,230,222,452
A,432,10,0,12,50,0,0,0,0,0,0,4,0,0,13,30,0,0,0,0,8,0,72,300,372
A,433,2,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,1,3,0,0,0,6,55,61
A,434,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,7
A,435,10,0,30,30,0,0,0,20,30,20,0,0,30,10,30,0,0,20,0,0,20,120,5,125
A,436,0,15,0,15,0,0,0,7,0,0,8,0,15,0,17,0,0,0,0,0,0,37,130,167
A,437,3,2,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,10,40,50
A,438,0,0,20,0,10,0,10,15,0,0,10,0,10,10,30,0,0,0,20,0,10,55,4,59
A,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,90,90
A,440,65,22,6,44,35,0,0,5,10,8,14,22,10,27,37,0,12,19,8,10,10,187,2,189
A,441,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,177,192
A,442,6,0,20,0,0,20,0,15,0,0,0,0,20,0,20,0,0,0,0,0,0,61,5,66
A,443,0,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,40,50
A,444,0,15,0,30,0,0,0,0,10,10,0,0,20,0,10,0,10,10,0,0,0,55,18,73
A,445,20,0,9,13,20,0,10,10,10,0,20,0,20,0,0,20,0,20,0,0,0,92,60,152
A,446,0,20,0,10,0,0,10,0,10,0,10,10,5,20,0,0,0,10,0,15,0,50,80,130
A,447,4,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,70,79
A,448,10,0,20,20,0,0,0,0,0,5,0,6,15,0,10,0,5,0,5,0,0,50,4,54
A,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,46,46
A,450,0,0,20,0,6,0,10,0,0,0,0,0,0,0,9,0,0,0,0,8,4,36,50,86
A,451,15,0,0,30,0,0,10,10,0,0,5,5,10,5,14,0,5,10,10,5,0,65,21,86
A,452,0,0,6,12,0,6,3,0,7,0,3,5,5,0,6,0,6,0,8,0,8,34,69,103
A,453,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,51
A,454,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,2
A,455,0,20,0,20,0,0,0,0,0,10,20,0,0,0,20,10,0,10,0,0,10,40,8,48
A,456,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,85
A,457,0,0,3,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,7,0,10,0,10
A,458,0,20,0,30,0,0,0,0,20,20,0,0,20,0,20,0,0,0,0,20,0,70,17,87
A,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,80,80
A,460,5,20,0,15,15,0,0,0,5,10,10,15,10,10,20,0,10,0,10,20,0,60,5,65
A,461,0,40,0,60,0,0,0,0,0,0,0,20,40,40,40,0,0,0,0,0,0,100,115,215
A,462,0,0,0,100,0,0,0,0,0,0,5,5,20,0,40,0,0,0,0,0,30,100,140,240
A,463,20,20,40,200,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,10,280,100,380
A,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,100,100
A,465,0,0,0,10,0,0,0,0,0,10,0,0,6,10,0,0,0,0,0,0,7,10,4,14
A,466,0,10,15,12,0,0,0,5,0,0,15,0,15,0,3,0,0,0,10,0,0,42,33,75
A,467,0,10,15,0,0,0,0,10,0,0,0,5,20,0,0,0,0,0,0,10,0,35,43,78
A,468,0,12,0,0,15,6,0,4,0,3,0,6,0,10,15,0,0,0,0,8,0,37,35,72
A,469,0,20,0,30,0,0,6,0,0,0,0,0,15,0,35,0,0,0,0,0,0,56,42,98
A,470,10,25,0,15,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,50,50,100
A,471,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,24,30,54
A,472,4,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,10,18,28
A,473,0,0,0,17,0,0,0,17,0,0,15,0,0,15,15,0,0,0,0,18,0,34,2,36
A,474,12,10,10,0,20,0,10,10,10,0,0,10,20,20,10,0,10,10,20,0,0,82,63,145
A,475,9,0,10,50,0,0,0,0,0,9,0,0,15,10,15,0,0,0,0,0,10,69,100,169
A,476,1,0,0,0,0,0,0,0,0,2,0,4,0,3,1,3,0,0,4,0,0,1,59,60
A,477,0,0,0,5,0,0,0,0,0,3,3,2,15,0,7,0,0,0,0,0,10,5,17,22
A,478,10,0,25,0,25,7,8,3,0,0,10,6,5,10,18,0,5,0,11,0,3,78,40,118
A,479,8,50,50,100,0,0,0,0,0,17,15,8,20,10,60,40,0,0,0,0,10,208,68,276
A,480,0,0,0,10,0,0,0,0,30,0,0,0,14,0,14,0,0,0,11,0,0,40,180,220
A,481,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,39,41
A,482,26,25,59,26,30,29,15,30,28,14,23,20,37,22,33,26,17,20,20,20,24,268,3,271
A,483,0,0,20,0,0,20,0,0,0,0,0,20,20,0,0,20,0,20,10,0,0,40,276,316
A,484,0,40,0,0,0,0,0,0,10,10,0,0,20,0,0,0,0,10,10,0,10,50,90,140
A,485,0,20,0,5,0,0,0,0,0,0,10,0,0,10,23,0,0,0,0,0,0,25,60,85
A,486,10,15,20,10,5,35,10,10,8,0,15,10,25,5,15,10,20,15,10,0,10,123,43,166
A,487,10,0,28,0,0,0,0,10,10,10,0,10,20,0,0,10,0,0,5,10,0,58,135,193
A,488,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,67
A,489,0,0,10,20,40,10,0,0,0,0,0,0,30,0,10,0,0,0,15,0,20,80,1,81
A,490,14,0,13,0,0,0,0,12,0,0,0,1,1,0,12,0,0,5,0,0,0,39,75,114
A,491,0,10,20,45,0,0,10,10,10,5,5,12,30,25,0,8,10,45,-13,20,15,105,19,124
A,492,0,0,0,0,0,0,10,0,20,10,0,10,0,16,10,0,5,6,0,0,20,30,162,192
A,493,0,0,20,0,0,0,10,60,0,0,0,0,10,45,75,20,0,0,80,30,0,90,77,167
A,494,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,260,261
A,495,0,5,0,0,0,5,4,0,0,2,0,0,2,0,0,2,0,0,2,0,0,14,8,22
A,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8
A,497,0,8,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,2,14
A,498,6,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32
A,499,10,0,40,30,0,0,0,20,0,10,0,0,0,0,0,0,0,24,30,20,0,100,0,100
A,500,0,0,30,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,3,30,84,114
A,501,0,0,8,0,0,17,0,0,0,0,0,10,0,1,11,0,4,0,0,8,0,25,22,47
A,502,0,20,0,15,0,0,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,35,34,69
A,503,0,0,0,0,0,0,0,0,0,41,39,31,95,34,0,0,0,0,0,0,0,0,35,35
A,504,10,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,240,330
A,505,2,3,4,9,0,9,0,4,5,4,4,4,6,5,9,6,0,6,5,3,5,36,0,36
A,506,5,0,0,10,0,5,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,30,57,87
A,507,5,0,4,5,6,4,2,2,4,3,4,3,8,8,0,10,0,3,3,0,5,32,20,52
A,508,140,110,160,345,0,20,110,110,20,80,70,110,170,120,100,190,10,90,120,100,40,1015,47,1062
A,509,0,0,10,13,0,0,0,0,0,0,0,5,15,0,0,10,0,20,0,3,0,23,1200,1223
A,510,0,8,0,8,0,0,0,0,6,0,0,2,10,0,0,5,0,0,6,2,0,22,53,75
A,511,5,0,20,0,0,0,10,0,0,0,0,20,5,0,0,0,0,0,10,0,0,35,25,60
A,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,35,35
A,513,0,15,0,20,0,0,0,10,0,0,0,0,0,10,5,0,0,0,15,0,5,45,20,65
A,514,0,0,0,0,6,0,0,5,0,15,0,0,5,10,0,0,5,0,0,0,10,11,35,46
A,515,0,0,7,0,3,0,0,4,0,4,0,0,0,0,3,4,4,5,0,0,3,14,45,59
A,516,0,17,0,20,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,37,23,60
A,517,7,0,0,0,3,10,4,0,3,0,0,8,2,1,10,0,0,6,12,0,0,27,35,62
A,518,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,39,39
A,519,10,15,15,10,0,10,15,0,10,10,10,10,30,10,0,20,10,20,10,10,0,85,37,122
A,520,0,4,0,10,0,0,0,0,2,0,3,0,0,0,2,0,0,0,3,0,0,16,140,156
A,521,14,10,16,24,0,0,3,9,3,26,0,0,18,17,14,24,5,13,9,7,11,79,8,87
A,522,10,0,0,0,0,0,0,0,0,12,0,0,0,16,16,0,0,0,3,0,0,10,144,154
A,523,0,14,0,12,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,26,47,73
A,524,7,0,13,8,0,0,0,9,0,0,2,4,13,0,15,0,8,6,9,0,8,37,15,52
A,525,0,13,0,20,0,0,0,0,0,15,6,10,21,28,12,17,0,20,23,17,0,33,65,98
A,526,0,2,2,0,2,160,0,19,20,0,2,15,0,0,55,1,0,0,0,45,2,205,169,374
A,527,2,0,3,4,0,3,0,4,5,11,6,0,0,1,6,4,3,3,0,0,6,21,120,141
A,528,0,10,20,35,0,0,0,0,20,0,0,10,10,20,30,0,0,0,0,10,0,85,40,125
A,529,5,12,0,13,0,0,10,10,0,0,0,5,10,11,0,5,0,6,0,4,2,50,80,130
A,530,19,10,36,85,0,0,20,8,19,20,3,9,55,0,60,0,20,17,14,21,22,197,43,240
